Y,M,D,label
2015,7,1,2.0
2015,7,2,1.0
2015,7,3,1.0
2015,7,4,1.0
2015,7,5,1.0
2015,7,6,2.0
2015,7,7,1.0
2015,7,8,1.0
2015,7,9,1.0
2015,7,10,2.0
2015,7,11,2.0
2015,7,12,2.0
2015,7,13,2.0
2015,7,14,1.0
2015,7,15,1.0
2015,7,16,2.0
2015,7,17,3.0
2015,7,18,3.0
2015,7,19,2.0
2015,7,20,3.0
2015,7,21,1.0
2015,7,22,1.0
2015,7,23,2.0
2015,7,24,2.0
2015,7,25,3.0
2015,7,26,2.0
2015,7,27,3.0
2015,7,28,1.0
2015,7,29,1.0
2015,7,30,2.0
2015,7,31,2.0
2015,8,1,5.0
2015,8,2,3.0
2015,8,3,3.0
2015,8,4,2.0
2015,8,5,2.0
2015,8,6,1.0
2015,8,7,2.0
2015,8,8,4.0
2015,8,9,3.0
2015,8,10,6.0
2015,8,11,3.0
2015,8,12,1.0
2015,8,13,2.0
2015,8,14,4.0
2015,8,15,5.0
2015,8,16,4.0
2015,8,17,5.0
2015,8,18,3.0
2015,8,19,2.0
2015,8,20,2.0
2015,8,21,3.0
2015,8,22,5.0
2015,8,23,4.0
2015,8,24,3.0
2015,8,25,2.0
2015,8,26,1.0
2015,8,27,1.0
2015,8,28,2.0
2015,8,29,3.0
2015,8,30,2.0
2015,8,31,2.0
2015,9,1,3.0
2015,9,2,1.0
2015,9,3,2.0
2015,9,4,3.0
2015,9,5,3.0
2015,9,6,4.0
2015,9,7,3.0
2015,9,8,2.0
2015,9,9,2.0
2015,9,10,2.0
2015,9,11,2.0
2015,9,12,2.0
2015,9,13,2.0
2015,9,14,3.0
2015,9,15,2.0
2015,9,16,2.0
2015,9,17,2.0
2015,9,18,3.0
2015,9,19,4.0
2015,9,20,3.0
2015,9,21,3.0
2015,9,22,2.0
2015,9,23,3.0
2015,9,24,2.0
2015,9,25,9.0
2015,9,26,3.0
2015,9,27,1.0
2015,9,28,2.0
2015,9,29,1.0
2015,9,30,1.0
2015,10,1,2.0
2015,10,2,3.0
2015,10,3,1.0
2015,10,4,3.0
2015,10,5,2.0
2015,10,6,2.0
2015,10,7,2.0
2015,10,8,1.0
2015,10,9,3.0
2015,10,10,2.0
2015,10,11,1.0
2015,10,12,3.0
2015,10,13,1.0
2015,10,14,1.0
2015,10,15,2.0
2015,10,16,2.0
2015,10,17,1.0
2015,10,18,3.0
2015,10,19,4.0
2015,10,20,2.0
2015,10,21,1.0
2015,10,22,1.0
2015,10,23,2.0
2015,10,24,1.0
2015,10,25,4.0
2015,10,26,1.0
2015,10,27,0.0
2015,10,28,2.0
2015,10,29,1.0
2015,10,30,0.0
2015,10,31,1.0
2015,11,1,1.0
2015,11,2,1.0
2015,11,3,0.0
2015,11,4,0.0
2015,11,5,0.0
2015,11,6,1.0
2015,11,7,1.0
2015,11,8,1.0
2015,11,9,0.0
2015,11,10,0.0
2015,11,11,0.0
2015,11,12,0.0
2015,11,13,0.0
2015,11,14,0.0
2015,11,15,0.0
2015,11,16,0.0
2015,11,17,0.0
2015,11,18,2.0
2015,11,19,0.0
2015,11,20,1.0
2015,11,21,0.0
2015,11,22,0.0
2015,11,23,2.0
2015,11,24,0.0
2015,11,25,0.0
2015,11,26,0.0
2015,11,27,1.0
2015,11,28,0.0
2015,11,29,0.0
2015,11,30,0.0
2015,12,1,0.0
2015,12,2,0.0
2015,12,3,0.0
2015,12,4,2.0
2015,12,5,6.0
2015,12,6,0.0
2015,12,7,0.0
2015,12,8,0.0
2015,12,9,0.0
2015,12,10,0.0
2015,12,11,0.0
2015,12,12,0.0
2015,12,13,0.0
2015,12,14,0.0
2015,12,15,0.0
2015,12,16,0.0
2015,12,17,0.0
2015,12,18,0.0
2015,12,19,0.0
2015,12,20,0.0
2015,12,21,0.0
2015,12,22,0.0
2015,12,23,1.0
2015,12,24,0.0
2015,12,25,0.0
2015,12,26,2.0
2015,12,27,2.0
2015,12,28,1.0
2015,12,29,2.0
2015,12,30,6.0
2015,12,31,2.0
2016,1,1,0.0
2016,1,2,2.0
2016,1,3,0.0
2016,1,4,1.0
2016,1,5,0.0
2016,1,6,0.0
2016,1,7,0.0
2016,1,8,0.0
2016,1,9,0.0
2016,1,10,0.0
2016,1,11,0.0
2016,1,12,0.0
2016,1,13,0.0
2016,1,14,0.0
2016,1,15,1.0
2016,1,16,0.0
2016,1,17,0.0
2016,1,18,0.0
2016,1,19,1.0
2016,1,20,0.0
2016,1,21,0.0
2016,1,22,0.0
2016,1,23,0.0
2016,1,24,0.0
2016,1,25,0.0
2016,1,26,0.0
2016,1,27,0.0
2016,1,28,0.0
2016,1,29,1.0
2016,1,30,0.0
2016,1,31,0.0
2016,2,1,0.0
2016,2,2,0.0
2016,2,3,1.0
2016,2,4,1.0
2016,2,5,1.0
2016,2,6,3.0
2016,2,7,2.0
2016,2,8,1.0
2016,2,9,0.0
2016,2,10,0.0
2016,2,11,1.0
2016,2,12,2.0
2016,2,13,2.0
2016,2,14,2.0
2016,2,15,1.0
2016,2,16,0.0
2016,2,17,0.0
2016,2,18,1.0
2016,2,19,2.0
2016,2,20,1.0
2016,2,21,1.0
2016,2,22,1.0
2016,2,23,1.0
2016,2,24,1.0
2016,2,25,1.0
2016,2,26,1.0
2016,2,27,3.0
2016,2,28,1.0
2016,2,29,1.0
2016,3,1,1.0
2016,3,2,1.0
2016,3,3,1.0
2016,3,4,2.0
2016,3,5,2.0
2016,3,6,1.0
2016,3,7,2.0
2016,3,8,1.0
2016,3,9,2.0
2016,3,10,1.0
2016,3,11,2.0
2016,3,12,2.0
2016,3,13,2.0
2016,3,14,2.0
2016,3,15,1.0
2016,3,16,1.0
2016,3,17,2.0
2016,3,18,2.0
2016,3,19,3.0
2016,3,20,3.0
2016,3,21,2.0
2016,3,22,1.0
2016,3,23,2.0
2016,3,24,4.0
2016,3,25,2.0
2016,3,26,1.0
2016,3,27,1.0
2016,3,28,3.0
2016,3,29,1.0
2016,3,30,1.0
2016,3,31,3.0
2016,4,1,1.0
2016,4,2,2.0
2016,4,3,2.0
2016,4,4,3.0
2016,4,5,1.0
2016,4,6,2.0
2016,4,7,2.0
2016,4,8,2.0
2016,4,9,3.0
2016,4,10,2.0
2016,4,11,3.0
2016,4,12,2.0
